3,0.0,0.04487566584000428
6,2.3,0.05290782642669909
9,3.3,0.05290782642669909
12,3.3,0.05290782642669909
15,3.0,0.05290782642669909
18,3.3,0.05290782642669909
21,3.3,0.05290782642669909
24,3.0,0.05290782642669909
27,3.3,0.05290782642669909
30,3.3,0.05290782642669909
33,5.3,0.05290782642669909
36,22.7,0.058421298034009674
39,17.3,0.06044853550522136
42,10.3,0.06044853550522136
45,10.7,0.06044853550522136
48,11.3,0.06044853550522136
51,12.0,0.06044853550522136
54,21.3,0.06146215424082722
57,12.7,0.06146215424082722
60,13.3,0.06146215424082722
63,14.3,0.06146215424082722
66,19.3,0.06247577297643305
69,15.3,0.06247577297643305
72,14.7,0.06247577297643305
75,15.3,0.06247577297643305
78,12.0,0.06247577297643305
81,12.0,0.06247577297643305
84,14.7,0.06247577297643305
87,11.7,0.06247577297643305
90,12.7,0.06247577297643305
93,12.7,0.06247577297643305
96,15.0,0.0655166291832506
99,13.3,0.0655166291832506
102,14.3,0.0655166291832506
105,17.3,0.0746391978037032
108,15.3,0.0746391978037032
111,16.0,0.0746391978037032
114,17.3,0.10656818797528736
117,13.0,0.10656818797528736
120,12.0,0.10656818797528736
123,14.3,0.24855160025825776
126,11.0,0.24855160025825776
129,12.0,0.24855160025825776
132,20.3,0.4484341433478045
135,12.3,0.4484341433478045
138,9.7,0.4484341433478045
141,9.7,0.4484341433478045
144,5.0,0.4484341433478045
147,7.7,0.4484341433478045
150,8.7,0.4484341433478045
153,5.0,0.4484341433478045
156,6.7,0.4484341433478045
159,8.0,0.4484341433478045
162,4.0,0.4484341433478045
165,6.3,0.4484341433478045
168,4.3,0.4484341433478045
171,4.7,0.4484341433478045
174,7.7,0.4484341433478045
177,4.0,0.4484341433478045
180,4.7,0.4484341433478045
183,10.3,0.4484341433478045
186,5.3,0.4484341433478045
189,5.0,0.4484341433478045
192,6.0,0.4484341433478045
195,4.7,0.4484341433478045
198,6.3,0.4484341433478045
201,4.7,0.4484341433478045
204,5.7,0.4484341433478045
207,7.3,0.4484341433478045
210,7.3,0.4484341433478045
213,8.0,0.4484341433478045
216,9.7,0.4484341433478045
219,7.0,0.4484341433478045
222,5.0,0.4484341433478045
225,6.3,0.11347922480896358
228,9.7,0.11347922480896358
231,4.7,0.11347922480896358
234,5.3,0.11347922480896358
237,6.0,0.11347922480896358
240,10.3,0.11347922480896358
243,10.0,0.11347922480896358
246,6.3,0.11347922480896358
249,4.7,0.11347922480896358
252,4.7,0.11347922480896358
255,7.3,0.11347922480896358
258,5.0,0.11347922480896358
261,5.0,0.11347922480896358
264,9.3,0.11347922480896358
267,5.7,0.11347922480896358
270,6.3,0.11347922480896358
273,10.7,0.11347922480896358
276,8.7,0.11347922480896358
279,4.7,0.11347922480896358
282,6.3,0.11347922480896358
285,5.0,0.11347922480896358
288,4.7,0.11347922480896358
291,6.3,0.11347922480896358
294,4.3,0.11347922480896358
297,4.7,0.11347922480896358
300,6.0,0.11347922480896358
303,7.0,0.11347922480896358
306,8.0,0.11347922480896358
309,11.0,0.11347922480896358
312,8.3,0.11347922480896358
315,10.7,0.11347922480896358
318,7.3,0.11447748568493904
321,5.0,0.11447748568493904
324,5.0,0.11447748568493904
327,9.3,0.11447748568493904
330,5.0,0.11447748568493904
333,4.3,0.11447748568493904
336,5.7,0.11447748568493904
339,4.3,0.11447748568493904
342,7.7,0.11447748568493904
345,6.3,0.11447748568493904
348,4.7,0.11447748568493904
351,6.0,0.11447748568493904
354,5.7,0.11447748568493904
357,7.7,0.11447748568493904
360,8.7,0.11447748568493904
363,4.3,0.11447748568493904
366,4.3,0.11447748568493904
369,6.0,0.12561193391697295
372,4.3,0.12561193391697295
375,4.3,0.12561193391697295
378,7.7,0.3008451122997412
381,4.7,0.3008451122997412
384,5.7,0.3008451122997412
387,15.0,0.8794678317343754
390,6.0,0.8794678317343754
393,7.7,1.0159377724100351
396,39.3,2.5107643238149415
399,4.7,2.5107643238149415
402,7.7,2.5107643238149415
405,88.6,6.762080953121055
408,62.3,8.543638743825372
411,6.7,8.543638743825372
414,79.9,12.43700973872595
417,102.9,17.35206234553833
420,32.3,16.370280452946282
423,4.3,16.370280452946282
426,4.0,16.370280452946282
429,4.3,16.370280452946282
432,6.3,16.370280452946282
435,4.7,16.370280452946282
438,4.3,16.370280452946282
441,5.7,16.370280452946282
444,4.0,16.370280452946282
447,4.3,16.370280452946282
450,6.7,16.370280452946282
453,4.7,16.370280452946282
456,4.3,16.370280452946282
459,12.0,16.370280452946282
462,4.3,16.370280452946282
465,4.7,16.370280452946282
468,6.3,16.370280452946282
471,4.3,16.370280452946282
474,4.7,16.370280452946282
477,6.0,16.370280452946282
480,4.7,16.370280452946282
483,4.0,16.370280452946282
486,6.3,16.370280452946282
489,4.3,16.370280452946282
492,4.7,16.370280452946282
495,6.0,16.370280452946282
498,4.7,16.370280452946282
501,4.3,16.370280452946282
504,8.0,16.370280452946282
507,4.3,16.370280452946282
510,5.3,0.4825439495869043
513,5.3,0.48354221046287976
516,4.7,0.48354221046287976
519,6.3,0.48354221046287976
522,5.0,0.48354221046287976
525,4.3,0.48354221046287976
528,6.0,0.48354221046287976
531,4.3,0.48354221046287976
